date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:10:24	53665/53665	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:27%20GMT	https://www.alexaglobalfinance.com/secure/customer_login	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/secure/customer_login.html	(from https://www.alexaglobalfinance.com/)
07:10:25	25994/25994	---M--	200	added ('OK')	image/png	etag:%2239512-658a-56ce71dc38e3a%22	http://gtranslate.net/flags/16a.png	C:/Users/USER/Desktop/bankclone/gtranslate.net/flags/16a.png	(from https://www.alexaglobalfinance.com/)
07:10:25	81415/81415	---MC-	200	added ('OK')	text/javascript	date:Sun,%2022%20Feb%202026%2006:09:29%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit2	C:/Users/USER/Desktop/bankclone/translate.google.com/translate_a/element7876.js	(from https://www.alexaglobalfinance.com/)
07:10:26	53185/53185	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:30%20GMT	https://www.alexaglobalfinance.com/index-2	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/index-2.html	(from https://www.alexaglobalfinance.com/)
07:10:27	26242/26242	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2006:09:32%20GMT	https://www.alexaglobalfinance.com/F0D7474F-1F49-4101-8929-61D532625137-removebg-preview.png	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/F0D7474F-1F49-4101-8929-61D532625137-removebg-preview.png	(from https://www.alexaglobalfinance.com/)
07:10:28	53183/53183	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:32%20GMT	https://www.alexaglobalfinance.com/index	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/index-3.html	(from https://www.alexaglobalfinance.com/)
07:10:29	55538/55538	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:33%20GMT	https://www.alexaglobalfinance.com/current-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/current-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:29	48956/48956	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:34%20GMT	https://www.alexaglobalfinance.com/premier-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:30	54963/54963	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:35%20GMT	https://www.alexaglobalfinance.com/advance-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/advance-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:31	63908/63908	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:36%20GMT	https://www.alexaglobalfinance.com/student-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/student-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:32	47352/47352	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:36%20GMT	https://www.alexaglobalfinance.com/bank-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/bank-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:33	54535/54535	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:37%20GMT	https://www.alexaglobalfinance.com/saving-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/saving-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:34	46208/46208	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:38%20GMT	https://www.alexaglobalfinance.com/isas-accounts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/isas-accounts.html	(from https://www.alexaglobalfinance.com/)
07:10:34	56199/56199	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:39%20GMT	https://www.alexaglobalfinance.com/online-bonus-saver	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/online-bonus-saver.html	(from https://www.alexaglobalfinance.com/)
07:10:35	53635/53635	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:40%20GMT	https://www.alexaglobalfinance.com/flexible-saver	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/flexible-saver.html	(from https://www.alexaglobalfinance.com/)
07:10:36	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-abb1de80602cc85f;gz%22	https://www.alexaglobalfinance.com/credit-cards	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/credit-cards	(from https://www.alexaglobalfinance.com/)
07:10:37	48436/48436	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:41%20GMT	https://www.alexaglobalfinance.com/32-month-balance-transfer	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/32-month-balance-transfer.html	(from https://www.alexaglobalfinance.com/)
07:10:38	46150/46150	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:42%20GMT	https://www.alexaglobalfinance.com/advance	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/advance.html	(from https://www.alexaglobalfinance.com/)
07:10:39	45558/45558	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:43%20GMT	https://www.alexaglobalfinance.com/dual	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/dual.html	(from https://www.alexaglobalfinance.com/)
07:10:40	45091/45091	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:44%20GMT	https://www.alexaglobalfinance.com/classic	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/classic.html	(from https://www.alexaglobalfinance.com/)
07:10:40	56621/56621	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:45%20GMT	https://www.alexaglobalfinance.com/premier	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier.html	(from https://www.alexaglobalfinance.com/)
07:10:41	61092/61092	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:46%20GMT	https://www.alexaglobalfinance.com/premier-world-elite	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier-world-elite.html	(from https://www.alexaglobalfinance.com/)
07:10:42	44748/44748	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:47%20GMT	https://www.alexaglobalfinance.com/student	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/student.html	(from https://www.alexaglobalfinance.com/)
07:10:43	47386/47386	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:48%20GMT	https://www.alexaglobalfinance.com/contactandsupport	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/contactandsupport.html	(from https://www.alexaglobalfinance.com/)
07:10:44	40167/40167	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:48%20GMT	https://www.alexaglobalfinance.com/ways-to-bank	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/ways-to-bank.html	(from https://www.alexaglobalfinance.com/)
07:10:45	45834/45834	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:49%20GMT	https://www.alexaglobalfinance.com/phone-banking	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/phone-banking.html	(from https://www.alexaglobalfinance.com/)
07:10:46	45897/45897	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:50%20GMT	https://www.alexaglobalfinance.com/branch-locator	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/branch-locator.html	(from https://www.alexaglobalfinance.com/)
07:10:47	40805/40805	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:51%20GMT	https://www.alexaglobalfinance.com/international	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/international.html	(from https://www.alexaglobalfinance.com/)
07:10:47	50216/50216	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:52%20GMT	https://www.alexaglobalfinance.com/currency-account	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/currency-account.html	(from https://www.alexaglobalfinance.com/)
07:10:48	50985/50985	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:53%20GMT	https://www.alexaglobalfinance.com/money-transfer	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/money-transfer.html	(from https://www.alexaglobalfinance.com/)
07:10:49	46161/46161	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:54%20GMT	https://www.alexaglobalfinance.com/travel-money	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/travel-money.html	(from https://www.alexaglobalfinance.com/)
07:10:50	47584/47584	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:55%20GMT	https://www.alexaglobalfinance.com/loans	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/loans.html	(from https://www.alexaglobalfinance.com/)
07:10:51	54151/54151	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:55%20GMT	https://www.alexaglobalfinance.com/personal-loans	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/personal-loans.html	(from https://www.alexaglobalfinance.com/)
07:10:52	55966/55966	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:56%20GMT	https://www.alexaglobalfinance.com/car-loans	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/car-loans.html	(from https://www.alexaglobalfinance.com/)
07:10:53	44795/44795	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:57%20GMT	https://www.alexaglobalfinance.com/flexible	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/flexible.html	(from https://www.alexaglobalfinance.com/)
07:10:54	58197/58197	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:58%20GMT	https://www.alexaglobalfinance.com/premier-personal	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier-personal.html	(from https://www.alexaglobalfinance.com/)
07:10:55	57041/57041	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:09:59%20GMT	https://www.alexaglobalfinance.com/graduate-loans	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/graduate-loans.html	(from https://www.alexaglobalfinance.com/)
07:10:55	70433/70433	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:10:00%20GMT	https://www.alexaglobalfinance.com/overdrafts	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/overdrafts.html	(from https://www.alexaglobalfinance.com/)
07:10:56	44819/44819	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:10:01%20GMT	https://www.alexaglobalfinance.com/mortgages	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/mortgages.html	(from https://www.alexaglobalfinance.com/)
07:10:57	45562/45562	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:10:01%20GMT	https://www.alexaglobalfinance.com/first-time-buyers	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/first-time-buyers.html	(from https://www.alexaglobalfinance.com/)
07:10:58	44261/44261	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Feb%202026%2006:10:02%20GMT	https://www.alexaglobalfinance.com/95-mortgages	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/95-mortgages.html	(from https://www.alexaglobalfinance.com/)
07:10:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:03%20GMT	https://www.alexaglobalfinance.com/remortgage	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/remortgage	(from https://www.alexaglobalfinance.com/)
07:10:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:04%20GMT	https://www.alexaglobalfinance.com/buy-to-let-mortgages	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/buy-to-let-mortgages	(from https://www.alexaglobalfinance.com/)
07:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:05%20GMT	https://www.alexaglobalfinance.com/existing-customers	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/existing-customers	(from https://www.alexaglobalfinance.com/)
07:11:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:06%20GMT	https://www.alexaglobalfinance.com/mortgage-rates	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/mortgage-rates	(from https://www.alexaglobalfinance.com/)
07:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:07%20GMT	https://www.alexaglobalfinance.com/armed-forces	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/armed-forces	(from https://www.alexaglobalfinance.com/)
07:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:07%20GMT	https://www.alexaglobalfinance.com/money-worries	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/money-worries	(from https://www.alexaglobalfinance.com/)
07:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:08%20GMT	https://www.alexaglobalfinance.com/tools-and-guides	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/tools-and-guides	(from https://www.alexaglobalfinance.com/)
07:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:09%20GMT	https://www.alexaglobalfinance.com/overpayment-calculator	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/overpayment-calculator	(from https://www.alexaglobalfinance.com/)
07:11:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:10%20GMT	https://www.alexaglobalfinance.com/repayment-calculator	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/repayment-calculator	(from https://www.alexaglobalfinance.com/)
07:11:06	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:11%20GMT	https://www.alexaglobalfinance.com/bank-of-england-base-rate	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/bank-of-england-base-rate	(from https://www.alexaglobalfinance.com/)
07:11:07	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:12%20GMT	https://www.alexaglobalfinance.com/investing	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/investing	(from https://www.alexaglobalfinance.com/)
07:11:08	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:13%20GMT	https://www.alexaglobalfinance.com/investment-funds	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/investment-funds	(from https://www.alexaglobalfinance.com/)
07:11:09	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:13%20GMT	https://www.alexaglobalfinance.com/world-selection-isa	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/world-selection-isa	(from https://www.alexaglobalfinance.com/)
07:11:10	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:14%20GMT	https://www.alexaglobalfinance.com/sharedealing	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/sharedealing	(from https://www.alexaglobalfinance.com/)
07:11:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:15%20GMT	https://www.alexaglobalfinance.com/premier-financial-advice	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/premier-financial-advice	(from https://www.alexaglobalfinance.com/)
07:11:11	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:16%20GMT	https://www.alexaglobalfinance.com/stand-alone-investment-advice	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/stand-alone-investment-advice	(from https://www.alexaglobalfinance.com/)
07:11:12	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:17%20GMT	https://www.alexaglobalfinance.com/onshore-investment-bond	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/onshore-investment-bond	(from https://www.alexaglobalfinance.com/)
07:11:13	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:18%20GMT	https://www.alexaglobalfinance.com/child-trust-funds	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/child-trust-funds	(from https://www.alexaglobalfinance.com/)
07:11:14	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:19%20GMT	https://www.alexaglobalfinance.com/news	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/news	(from https://www.alexaglobalfinance.com/)
07:11:15	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:19%20GMT	https://www.alexaglobalfinance.com/why-invest-with-us	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/why-invest-with-us	(from https://www.alexaglobalfinance.com/)
07:11:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:20%20GMT	https://www.alexaglobalfinance.com/wealth-insights	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/wealth-insights	(from https://www.alexaglobalfinance.com/)
07:11:16	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:21%20GMT	https://www.alexaglobalfinance.com/investment-funds-online	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/investment-funds-online	(from https://www.alexaglobalfinance.com/)
07:11:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:22%20GMT	https://www.alexaglobalfinance.com/gsa	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/gsa	(from https://www.alexaglobalfinance.com/)
07:11:18	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:23%20GMT	https://www.alexaglobalfinance.com/selected-investment-funds	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/selected-investment-funds	(from https://www.alexaglobalfinance.com/)
07:11:19	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:23%20GMT	https://www.alexaglobalfinance.com/getting-started	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/getting-started	(from https://www.alexaglobalfinance.com/)
07:11:20	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:24%20GMT	https://www.alexaglobalfinance.com/insurance	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/insurance	(from https://www.alexaglobalfinance.com/)
07:11:20	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:25%20GMT	https://www.alexaglobalfinance.com/home-insurance	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/home-insurance	(from https://www.alexaglobalfinance.com/)
07:11:21	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:26%20GMT	https://www.alexaglobalfinance.com/travel-insurance	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/travel-insurance	(from https://www.alexaglobalfinance.com/)
07:11:22	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2022%20Feb%202026%2006:10:27%20GMT	https://www.alexaglobalfinance.com/student-insurance	C:/Users/USER/Desktop/bankclone/www.alexaglobalfinance.com/student-insurance	(from https://www.alexaglobalfinance.com/)
